room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
1.0,4.0,2.0,0.31,0.0,400
1.0,2.0,6.0,0.13,0.0,100
0.0,1.0,3.0,0.08,0.0,79
0.0,2.0,11.0,2.7,365.0,58
0.0,2.0,11.0,2.21,227.0,85
1.0,5.0,5.0,0.22,0.0,80
0.0,4.0,33.0,1.49,0.0,70
1.0,4.0,19.0,0.2,0.0,250
0.0,2.0,103.0,5.89,0.0,65
0.0,2.0,11.0,3.17,317.0,40
1.0,1.0,49.0,6.87,296.0,264
0.0,4.0,120.0,2.36,22.0,100
1.0,2.0,45.0,1.9,90.0,250
1.0,2.0,83.0,1.01,105.0,160
0.0,1.0,17.0,0.31,289.0,58
1.0,3.0,8.0,0.81,0.0,88
0.0,3.0,60.0,2.26,0.0,100
1.0,1.0,134.0,4.36,249.0,120
0.0,2.0,13.0,1.88,24.0,90
0.0,3.0,90.0,2.6,24.0,70
1.0,7.0,2.0,0.95,173.0,200
1.0,1.0,1.0,0.02,0.0,150
2.0,1.0,4.0,0.09,0.0,70
1.0,2.0,4.0,0.14,0.0,550
1.0,2.0,1.0,0.02,0.0,150
1.0,3.0,8.0,1.33,0.0,45
1.0,2.0,24.0,2.28,70.0,295
1.0,2.0,11.0,3.37,280.0,180
0.0,1.0,38.0,2.85,337.0,139
0.0,1.0,22.0,4.49,282.0,60
0.0,2.0,26.0,5.1,156.0,55
0.0,1.0,6.0,0.23,0.0,50
1.0,6.0,5.0,0.08,321.0,425
1.0,1.0,189.0,3.06,179.0,110
0.0,2.0,1.0,1.0,343.0,990
1.0,2.0,6.0,0.16,0.0,380
0.0,1.0,86.0,2.5,45.0,67
1.0,2.0,117.0,4.44,262.0,315
0.0,5.0,25.0,1.96,64.0,70
0.0,2.0,40.0,1.46,67.0,60
0.0,1.0,1.0,0.02,0.0,65
0.0,1.0,13.0,0.77,0.0,48
0.0,2.0,32.0,0.68,82.0,40
0.0,3.0,60.0,1.29,334.0,92
0.0,4.0,23.0,1.11,93.0,110
1.0,4.0,3.0,0.08,0.0,199
1.0,2.0,9.0,5.0,79.0,390
1.0,5.0,13.0,0.31,0.0,125
1.0,3.0,137.0,4.07,154.0,140
1.0,2.0,2.0,2.0,2.0,135
1.0,3.0,3.0,0.26,0.0,145
0.0,1.0,8.0,0.35,0.0,78
1.0,6.0,10.0,0.39,18.0,165
1.0,2.0,1.0,0.03,0.0,199
0.0,1.0,6.0,0.79,0.0,40
1.0,1.0,1.0,0.12,85.0,100
0.0,4.0,1.0,0.67,0.0,125
1.0,3.0,26.0,1.84,26.0,150
0.0,2.0,29.0,2.02,117.0,110
0.0,4.0,2.0,0.04,0.0,99
1.0,2.0,2.0,0.06,0.0,177
0.0,10.0,1.0,0.02,0.0,75
0.0,1.0,65.0,4.03,313.0,75
0.0,3.0,1.0,0.04,0.0,130
1.0,1.0,10.0,2.36,363.0,1497
1.0,3.0,84.0,1.26,16.0,120
0.0,3.0,138.0,3.1,54.0,70
1.0,5.0,29.0,0.75,102.0,194
1.0,2.0,2.0,0.03,0.0,135
0.0,1.0,18.0,2.78,343.0,60
0.0,1.0,119.0,5.78,3.0,70
1.0,3.0,73.0,2.64,37.0,109
1.0,3.0,62.0,0.71,189.0,89
1.0,3.0,124.0,1.72,170.0,115
1.0,4.0,92.0,2.34,234.0,283
1.0,1.0,10.0,0.18,4.0,102
1.0,4.0,5.0,0.07,365.0,225
0.0,3.0,6.0,0.13,0.0,90
1.0,3.0,24.0,0.47,17.0,225
0.0,2.0,5.0,0.21,0.0,70
1.0,2.0,23.0,0.23,7.0,165
1.0,1.0,2.0,0.05,0.0,175
1.0,3.0,75.0,1.44,234.0,150
1.0,2.0,16.0,4.32,161.0,100
1.0,4.0,4.0,0.13,157.0,100
0.0,1.0,16.0,0.51,0.0,80
1.0,2.0,49.0,3.52,233.0,180
0.0,3.0,152.0,4.25,229.0,250
1.0,1.0,133.0,4.34,359.0,280
0.0,2.0,13.0,1.08,23.0,97
1.0,2.0,13.0,0.71,35.0,179
1.0,3.0,78.0,1.68,177.0,177
0.0,1.0,35.0,3.9,90.0,110
0.0,1.0,56.0,3.0,359.0,35
1.0,7.0,1.0,0.03,0.0,125
0.0,2.0,1.0,0.57,54.0,85
0.0,2.0,1.0,0.03,0.0,100
0.0,3.0,124.0,2.32,347.0,125
1.0,4.0,27.0,1.75,42.0,172
1.0,2.0,3.0,1.5,36.0,69
0.0,1.0,154.0,4.79,215.0,72
0.0,2.0,43.0,1.65,120.0,100
1.0,2.0,27.0,2.13,328.0,105
1.0,1.0,401.0,6.76,178.0,195
1.0,1.0,72.0,3.63,272.0,148
0.0,2.0,24.0,0.68,5.0,45
0.0,3.0,241.0,2.49,287.0,91
1.0,5.0,64.0,1.15,330.0,325
0.0,2.0,5.0,0.13,0.0,55
1.0,4.0,6.0,0.14,0.0,155
0.0,1.0,22.0,5.64,38.0,67
1.0,3.0,71.0,1.43,4.0,115
1.0,2.0,67.0,2.99,129.0,70
1.0,2.0,8.0,0.61,0.0,50
2.0,1.0,11.0,2.66,11.0,35
0.0,3.0,110.0,3.48,11.0,80
1.0,3.0,44.0,0.71,363.0,155
1.0,4.0,2.0,0.04,0.0,70
1.0,3.0,1.0,0.02,0.0,300
1.0,2.0,84.0,2.21,272.0,200
1.0,3.0,5.0,0.23,0.0,174
0.0,1.0,341.0,17.82,25.0,50
0.0,4.0,10.0,0.2,0.0,105
1.0,2.0,2.0,2.0,81.0,550
1.0,1.0,5.0,0.63,0.0,100
0.0,1.0,17.0,1.9,0.0,49
0.0,5.0,2.0,0.14,0.0,55
0.0,3.0,4.0,0.76,310.0,35
1.0,2.0,5.0,0.99,344.0,188
1.0,4.0,4.0,0.09,7.0,270
0.0,1.0,166.0,5.09,0.0,54
1.0,7.0,1.0,0.04,0.0,200
1.0,1.0,1.0,0.04,0.0,75
0.0,3.0,22.0,1.2,13.0,100
1.0,2.0,1.0,1.0,362.0,129
0.0,1.0,1.0,0.06,0.0,45
1.0,3.0,6.0,1.28,0.0,180
0.0,7.0,1.0,0.01,87.0,68
0.0,2.0,30.0,2.98,314.0,55
1.0,5.0,19.0,0.23,43.0,375
1.0,3.0,36.0,0.47,29.0,300
0.0,1.0,20.0,6.32,156.0,57
0.0,1.0,3.0,0.21,0.0,130
1.0,7.0,17.0,0.35,0.0,144
0.0,1.0,2.0,0.04,0.0,40
1.0,1.0,18.0,0.7,2.0,160
0.0,2.0,14.0,0.37,0.0,80
0.0,5.0,42.0,0.64,221.0,45
1.0,6.0,1.0,0.03,0.0,135
1.0,3.0,12.0,0.65,83.0,450
1.0,1.0,23.0,0.46,365.0,209
1.0,2.0,34.0,2.27,0.0,140
0.0,2.0,67.0,0.8,179.0,120
0.0,1.0,16.0,0.66,343.0,50
0.0,7.0,5.0,0.11,0.0,40
1.0,2.0,14.0,0.73,335.0,375
0.0,3.0,1.0,0.02,0.0,40
1.0,1.0,61.0,2.83,113.0,125
1.0,1.0,183.0,2.9,197.0,180
0.0,2.0,30.0,1.21,104.0,75
1.0,10.0,1.0,0.79,18.0,250
0.0,1.0,11.0,4.65,68.0,75
1.0,3.0,17.0,0.66,0.0,145
1.0,1.0,40.0,6.19,300.0,75
1.0,1.0,66.0,4.09,83.0,240
0.0,1.0,18.0,2.4,140.0,129
0.0,1.0,1.0,0.03,0.0,60
0.0,1.0,12.0,0.39,89.0,105
0.0,3.0,24.0,2.91,72.0,80
1.0,1.0,16.0,3.38,11.0,97
1.0,2.0,3.0,1.55,12.0,110
0.0,3.0,17.0,0.4,0.0,105
1.0,1.0,67.0,3.97,255.0,129
1.0,2.0,38.0,4.44,211.0,122
1.0,1.0,8.0,0.15,0.0,125
1.0,3.0,12.0,0.28,0.0,150
0.0,1.0,31.0,6.46,116.0,57
1.0,2.0,47.0,4.05,275.0,275
0.0,2.0,59.0,2.38,362.0,99
0.0,1.0,27.0,1.5,35.0,35
1.0,5.0,12.0,1.2,106.0,100
1.0,4.0,68.0,2.97,247.0,135
0.0,2.0,43.0,0.72,58.0,57
1.0,1.0,1.0,1.0,270.0,200
1.0,2.0,241.0,5.65,22.0,185
0.0,1.0,29.0,1.28,180.0,119
0.0,3.0,105.0,4.49,90.0,60
0.0,1.0,17.0,0.78,0.0,95
0.0,2.0,2.0,1.22,102.0,50
0.0,2.0,4.0,0.15,0.0,55
1.0,5.0,2.0,0.68,71.0,200
0.0,2.0,28.0,3.39,255.0,125
1.0,1.0,1.0,0.02,0.0,230
0.0,3.0,86.0,4.11,68.0,156
0.0,1.0,1.0,0.03,0.0,41
0.0,2.0,1.0,0.03,0.0,103
1.0,4.0,2.0,0.15,0.0,130
1.0,7.0,1.0,0.03,23.0,200
0.0,2.0,2.0,0.32,0.0,57
1.0,3.0,20.0,1.59,309.0,163
1.0,1.0,4.0,2.14,144.0,190
0.0,3.0,7.0,0.22,317.0,209
1.0,2.0,20.0,1.15,0.0,150
1.0,3.0,4.0,4.0,167.0,489
0.0,3.0,3.0,0.32,0.0,55
1.0,3.0,5.0,0.53,365.0,289
1.0,2.0,8.0,0.09,353.0,125
1.0,1.0,41.0,3.34,140.0,149
0.0,2.0,47.0,1.19,173.0,40
0.0,1.0,12.0,4.04,104.0,90
0.0,4.0,10.0,0.91,365.0,180
1.0,2.0,19.0,0.32,0.0,160
1.0,2.0,5.0,0.16,0.0,55
1.0,2.0,3.0,0.12,0.0,200
1.0,4.0,11.0,0.56,0.0,108
0.0,1.0,3.0,1.34,365.0,99
1.0,2.0,1.0,1.0,45.0,375
1.0,3.0,129.0,2.93,163.0,130
0.0,1.0,9.0,3.42,54.0,95
0.0,1.0,25.0,0.63,0.0,250
0.0,1.0,4.0,1.26,330.0,90
1.0,2.0,2.0,0.09,0.0,150
1.0,1.0,124.0,1.77,359.0,280
1.0,7.0,9.0,0.36,82.0,190
1.0,1.0,1.0,0.02,0.0,199
0.0,1.0,3.0,0.28,0.0,60
0.0,5.0,115.0,2.2,149.0,68
1.0,2.0,27.0,0.79,0.0,95
0.0,10.0,2.0,0.13,87.0,350
0.0,4.0,5.0,0.39,0.0,65
1.0,1.0,2.0,0.11,0.0,115
1.0,3.0,1.0,0.05,0.0,108
1.0,2.0,8.0,1.28,2.0,264
0.0,1.0,4.0,2.35,104.0,65
1.0,10.0,8.0,0.27,0.0,220
0.0,4.0,1.0,0.05,0.0,111
0.0,10.0,5.0,0.07,44.0,36
0.0,4.0,12.0,2.03,291.0,45
0.0,2.0,1.0,0.03,0.0,30
0.0,1.0,39.0,3.49,342.0,89
0.0,2.0,2.0,0.08,0.0,46
1.0,1.0,58.0,2.29,80.0,46
1.0,2.0,7.0,4.2,189.0,320
1.0,5.0,45.0,2.36,203.0,485
0.0,3.0,18.0,0.89,365.0,143
0.0,7.0,1.0,0.06,99.0,110
1.0,1.0,36.0,1.14,36.0,170
0.0,2.0,26.0,2.82,349.0,65
1.0,3.0,25.0,0.55,0.0,85
1.0,6.0,23.0,0.29,0.0,220
1.0,3.0,7.0,4.2,299.0,149
1.0,1.0,1.0,0.57,167.0,101
2.0,1.0,24.0,0.78,89.0,40
0.0,2.0,117.0,3.71,35.0,70
1.0,3.0,109.0,3.25,269.0,185
1.0,5.0,1.0,0.23,0.0,120
0.0,5.0,119.0,3.16,3.0,40
1.0,2.0,4.0,2.67,293.0,256
1.0,3.0,51.0,0.57,311.0,90
0.0,2.0,15.0,0.38,330.0,85
1.0,4.0,18.0,0.98,0.0,90
0.0,2.0,58.0,0.96,188.0,50
1.0,3.0,4.0,0.11,0.0,110
1.0,3.0,15.0,0.26,0.0,150
0.0,1.0,29.0,1.51,0.0,80
0.0,6.0,2.0,0.22,36.0,75
1.0,1.0,16.0,0.51,110.0,375
1.0,4.0,4.0,0.11,0.0,100
0.0,1.0,7.0,2.56,0.0,55
0.0,1.0,3.0,0.09,0.0,120
1.0,1.0,24.0,1.42,36.0,135
0.0,1.0,3.0,0.47,0.0,95
0.0,5.0,2.0,0.08,0.0,175
0.0,1.0,10.0,0.96,31.0,99
0.0,4.0,59.0,1.56,83.0,72
1.0,4.0,34.0,1.33,4.0,230
0.0,2.0,8.0,0.16,364.0,150
1.0,2.0,81.0,1.35,328.0,108
1.0,1.0,42.0,2.11,28.0,80
1.0,5.0,5.0,0.08,0.0,125
0.0,3.0,39.0,6.43,8.0,35
0.0,1.0,39.0,1.57,360.0,60
1.0,7.0,5.0,0.1,251.0,89
1.0,10.0,12.0,0.22,0.0,119
1.0,2.0,152.0,4.68,14.0,119
0.0,4.0,3.0,0.12,0.0,60
1.0,3.0,141.0,2.34,273.0,345
1.0,3.0,206.0,4.98,144.0,95
0.0,1.0,3.0,0.22,250.0,100
2.0,2.0,21.0,1.02,90.0,48
1.0,2.0,2.0,2.0,52.0,97
1.0,2.0,43.0,1.16,0.0,99
0.0,3.0,134.0,1.96,108.0,85
0.0,3.0,2.0,0.41,5.0,96
1.0,3.0,73.0,2.5,329.0,200
0.0,2.0,13.0,1.49,77.0,65
1.0,2.0,19.0,5.33,18.0,144
0.0,1.0,48.0,0.59,312.0,72
0.0,2.0,119.0,4.33,288.0,429
0.0,1.0,25.0,1.27,7.0,61
1.0,1.0,3.0,0.07,0.0,170
0.0,2.0,5.0,0.44,216.0,59
1.0,1.0,208.0,3.22,261.0,109
0.0,3.0,2.0,0.06,0.0,70
1.0,3.0,78.0,3.1,25.0,55
0.0,1.0,4.0,0.29,84.0,40
1.0,4.0,20.0,4.92,107.0,147
0.0,5.0,24.0,1.84,313.0,55
0.0,1.0,1.0,0.05,0.0,50
1.0,3.0,59.0,1.73,57.0,120
0.0,2.0,17.0,0.21,308.0,57
0.0,3.0,67.0,1.64,265.0,195
0.0,2.0,6.0,2.02,52.0,50
0.0,10.0,5.0,0.16,44.0,33
1.0,10.0,17.0,1.19,94.0,264
0.0,2.0,5.0,0.13,0.0,62
0.0,5.0,111.0,4.26,10.0,52
0.0,10.0,3.0,0.4,250.0,70
1.0,3.0,45.0,1.05,0.0,175
1.0,2.0,115.0,5.38,225.0,100
1.0,2.0,9.0,2.52,347.0,236
1.0,5.0,53.0,0.9,14.0,145
0.0,2.0,3.0,0.06,0.0,158
1.0,9.0,7.0,0.54,0.0,90
1.0,4.0,6.0,5.29,92.0,250
0.0,2.0,1.0,1.0,270.0,100
1.0,2.0,85.0,3.28,306.0,250
1.0,2.0,3.0,0.06,359.0,160
1.0,2.0,15.0,0.53,162.0,190
0.0,2.0,13.0,1.03,8.0,65
0.0,2.0,4.0,2.11,0.0,75
1.0,2.0,11.0,1.84,0.0,70
1.0,5.0,18.0,0.67,54.0,249
1.0,2.0,4.0,0.17,0.0,98
0.0,2.0,339.0,3.88,333.0,70
1.0,2.0,17.0,0.86,0.0,115
0.0,5.0,2.0,0.14,342.0,105
0.0,5.0,2.0,0.07,0.0,65
1.0,2.0,28.0,2.25,0.0,150
0.0,2.0,5.0,2.08,74.0,41
2.0,3.0,168.0,4.6,248.0,49
1.0,2.0,1.0,0.03,0.0,85
1.0,1.0,5.0,3.49,311.0,250
1.0,3.0,2.0,0.03,205.0,200
1.0,1.0,6.0,4.19,80.0,100
0.0,4.0,6.0,0.61,0.0,115
1.0,7.0,2.0,0.04,0.0,115
0.0,2.0,89.0,3.36,30.0,60
0.0,1.0,178.0,5.75,146.0,70
0.0,3.0,28.0,1.95,359.0,69
1.0,7.0,60.0,1.66,0.0,190
0.0,2.0,63.0,1.88,33.0,100
1.0,2.0,52.0,1.41,20.0,125
1.0,4.0,45.0,0.82,170.0,130
1.0,7.0,3.0,0.09,0.0,200
0.0,4.0,14.0,0.3,0.0,39
1.0,2.0,25.0,2.03,30.0,126
0.0,1.0,35.0,3.19,19.0,175
1.0,2.0,1.0,0.02,0.0,130
0.0,3.0,14.0,0.61,0.0,85
1.0,1.0,2.0,2.0,130.0,185
0.0,5.0,2.0,0.08,0.0,70
1.0,9.0,5.0,0.52,55.0,100
0.0,4.0,8.0,0.64,0.0,65
1.0,2.0,11.0,2.73,355.0,228
0.0,2.0,20.0,1.7,353.0,55
0.0,4.0,42.0,0.82,261.0,88
1.0,4.0,3.0,0.09,0.0,115
0.0,5.0,1.0,1.0,260.0,100
0.0,2.0,61.0,0.86,90.0,100
1.0,2.0,1.0,0.02,0.0,52
0.0,6.0,2.0,0.11,0.0,135
1.0,3.0,11.0,2.75,83.0,210
0.0,1.0,81.0,2.32,127.0,40
0.0,4.0,2.0,0.08,0.0,95
0.0,2.0,6.0,1.59,328.0,262
1.0,3.0,16.0,1.26,160.0,500
0.0,4.0,3.0,0.08,0.0,63
1.0,2.0,98.0,1.94,237.0,103
0.0,4.0,7.0,0.11,0.0,95
1.0,3.0,208.0,4.36,238.0,150
1.0,2.0,4.0,4.0,197.0,325
0.0,1.0,67.0,1.78,339.0,35
0.0,3.0,93.0,2.1,279.0,58
1.0,3.0,5.0,0.77,0.0,175
0.0,1.0,49.0,5.88,38.0,99
1.0,3.0,77.0,1.35,254.0,180
1.0,4.0,31.0,1.88,296.0,120
1.0,2.0,50.0,1.31,40.0,100
1.0,6.0,106.0,2.48,249.0,145
1.0,3.0,20.0,0.46,128.0,245
0.0,10.0,20.0,0.29,184.0,55
0.0,4.0,8.0,0.32,0.0,75
0.0,4.0,70.0,1.19,308.0,79
1.0,2.0,18.0,2.09,0.0,140
1.0,1.0,1.0,0.5,0.0,230
1.0,3.0,38.0,3.34,314.0,162
0.0,1.0,142.0,6.6,38.0,105
2.0,1.0,13.0,1.33,365.0,39
1.0,1.0,8.0,0.09,0.0,250
0.0,5.0,4.0,0.14,0.0,75
0.0,3.0,8.0,2.4,50.0,80
0.0,1.0,99.0,2.21,341.0,50
1.0,3.0,182.0,2.3,264.0,127
1.0,3.0,7.0,1.27,176.0,699
0.0,6.0,22.0,1.47,0.0,95
0.0,2.0,3.0,0.37,329.0,90
1.0,1.0,22.0,1.61,126.0,95
1.0,5.0,2.0,0.05,30.0,239
0.0,2.0,40.0,1.58,339.0,47
0.0,2.0,23.0,1.43,30.0,38
1.0,2.0,147.0,3.19,324.0,80
1.0,7.0,3.0,0.17,141.0,105
0.0,4.0,43.0,1.41,58.0,55
0.0,3.0,104.0,4.0,0.0,44
1.0,1.0,25.0,3.1,287.0,76
0.0,2.0,34.0,2.63,331.0,37
1.0,3.0,1.0,1.0,150.0,229
0.0,1.0,6.0,0.57,90.0,43
1.0,2.0,25.0,1.14,0.0,209
0.0,2.0,18.0,1.99,0.0,85
1.0,1.0,5.0,2.21,165.0,215
1.0,2.0,24.0,0.52,151.0,280
1.0,5.0,3.0,3.0,76.0,179
1.0,2.0,13.0,0.55,0.0,160
0.0,2.0,7.0,0.58,0.0,55
1.0,4.0,2.0,0.25,8.0,200
1.0,2.0,19.0,1.52,216.0,140
0.0,1.0,15.0,0.56,325.0,75
1.0,1.0,16.0,0.45,36.0,89
0.0,5.0,6.0,0.26,66.0,120
1.0,2.0,8.0,2.0,247.0,484
1.0,1.0,22.0,4.89,0.0,200
0.0,6.0,1.0,0.25,252.0,175
1.0,3.0,58.0,2.78,40.0,150
1.0,7.0,2.0,0.03,0.0,85
1.0,2.0,1.0,1.0,354.0,295
1.0,1.0,2.0,0.04,0.0,175
1.0,1.0,12.0,10.91,159.0,96
1.0,1.0,93.0,3.66,79.0,109
1.0,2.0,53.0,2.83,230.0,160
0.0,2.0,6.0,0.58,89.0,90
1.0,5.0,9.0,0.16,0.0,75
1.0,7.0,3.0,0.15,0.0,160
0.0,1.0,2.0,0.1,0.0,40
1.0,3.0,2.0,0.04,0.0,150
2.0,4.0,17.0,1.88,80.0,25
0.0,2.0,41.0,1.15,250.0,50
0.0,3.0,61.0,1.01,132.0,87
0.0,2.0,12.0,4.04,184.0,150
0.0,1.0,5.0,0.68,363.0,65
0.0,1.0,1.0,0.02,0.0,51
1.0,2.0,2.0,0.31,89.0,400
1.0,5.0,7.0,0.52,4.0,130
0.0,1.0,3.0,0.74,189.0,33
0.0,1.0,1.0,0.02,0.0,60
1.0,5.0,192.0,3.14,281.0,92
1.0,1.0,9.0,0.2,0.0,200
0.0,2.0,2.0,0.12,0.0,85
0.0,4.0,27.0,1.19,317.0,47
1.0,3.0,7.0,0.48,6.0,200
1.0,2.0,33.0,3.6,282.0,68
1.0,5.0,4.0,0.08,0.0,95
1.0,2.0,8.0,5.45,252.0,269
0.0,5.0,5.0,0.58,3.0,45
1.0,3.0,9.0,0.78,0.0,130
0.0,4.0,5.0,0.24,0.0,110
0.0,1.0,2.0,0.08,90.0,93
0.0,2.0,1.0,0.03,0.0,73
1.0,1.0,41.0,1.1,363.0,99
0.0,1.0,8.0,0.61,365.0,89
0.0,3.0,218.0,2.63,12.0,92
1.0,5.0,3.0,0.05,0.0,675
0.0,1.0,228.0,5.11,28.0,82
0.0,1.0,4.0,0.09,0.0,76
0.0,1.0,28.0,0.6,363.0,75
1.0,1.0,1.0,0.03,0.0,149
0.0,7.0,3.0,0.25,0.0,40
0.0,1.0,50.0,5.58,87.0,49
0.0,2.0,6.0,3.6,365.0,100
1.0,1.0,97.0,4.48,39.0,250
1.0,2.0,39.0,1.69,253.0,200
0.0,1.0,9.0,6.43,60.0,50
0.0,3.0,36.0,1.76,47.0,75
0.0,4.0,6.0,0.87,156.0,59
1.0,2.0,2.0,2.0,330.0,350
0.0,1.0,10.0,0.21,0.0,100
1.0,3.0,1.0,0.03,0.0,95
2.0,3.0,1.0,0.25,177.0,50
1.0,6.0,25.0,0.42,346.0,120
1.0,5.0,2.0,0.07,0.0,85
1.0,3.0,2.0,0.05,0.0,250
1.0,2.0,39.0,4.08,142.0,175
1.0,2.0,3.0,0.21,5.0,148
0.0,2.0,1.0,1.0,1.0,45
1.0,3.0,49.0,4.06,293.0,65
0.0,3.0,4.0,0.22,0.0,34
0.0,3.0,34.0,0.73,116.0,60
0.0,2.0,7.0,0.23,0.0,60
1.0,2.0,28.0,0.92,36.0,175
0.0,1.0,17.0,1.18,0.0,99
1.0,3.0,1.0,0.02,0.0,450
1.0,2.0,9.0,0.16,0.0,200
0.0,1.0,12.0,1.37,66.0,29
1.0,3.0,83.0,2.43,218.0,300
1.0,3.0,141.0,1.66,13.0,118
1.0,2.0,5.0,0.36,0.0,129
0.0,1.0,12.0,0.19,206.0,120
1.0,2.0,4.0,0.64,9.0,100
1.0,7.0,36.0,1.65,91.0,220
1.0,2.0,15.0,1.51,129.0,200
1.0,2.0,133.0,3.25,34.0,85
1.0,1.0,16.0,0.83,174.0,850
1.0,4.0,6.0,0.24,0.0,215
1.0,3.0,3.0,0.37,0.0,109
0.0,1.0,64.0,3.59,332.0,300
0.0,1.0,94.0,6.45,41.0,65
1.0,2.0,41.0,2.75,0.0,90
1.0,7.0,8.0,0.79,290.0,150
1.0,3.0,50.0,3.02,148.0,75
1.0,3.0,2.0,0.31,0.0,225
1.0,4.0,105.0,2.85,48.0,260
0.0,2.0,173.0,3.8,93.0,70
1.0,3.0,11.0,0.8,2.0,150
0.0,1.0,10.0,0.45,0.0,65
1.0,4.0,9.0,0.44,0.0,70
0.0,1.0,2.0,0.03,0.0,95
1.0,2.0,3.0,0.19,0.0,130
1.0,3.0,51.0,1.12,0.0,245
0.0,1.0,13.0,3.0,0.0,110
0.0,1.0,1.0,0.02,0.0,150
1.0,4.0,95.0,1.26,251.0,225
0.0,3.0,14.0,0.98,364.0,100
0.0,8.0,3.0,0.12,0.0,45
0.0,1.0,1.0,0.06,0.0,125
1.0,8.0,15.0,0.19,0.0,179
1.0,2.0,61.0,1.18,341.0,200
0.0,3.0,20.0,1.29,324.0,39
0.0,1.0,271.0,4.32,281.0,90
1.0,3.0,11.0,0.42,0.0,160
1.0,4.0,4.0,3.08,345.0,450
1.0,3.0,17.0,0.33,35.0,298
1.0,1.0,1.0,0.03,335.0,200
0.0,1.0,35.0,0.54,333.0,60
2.0,2.0,15.0,0.39,365.0,500
0.0,2.0,10.0,0.89,53.0,68
0.0,2.0,9.0,0.65,0.0,80
1.0,2.0,18.0,1.28,1.0,199
0.0,3.0,11.0,2.73,164.0,65
0.0,3.0,15.0,1.13,254.0,110
1.0,3.0,152.0,3.01,274.0,280
1.0,3.0,29.0,0.85,282.0,175
0.0,1.0,2.0,0.19,365.0,65
0.0,1.0,10.0,0.27,187.0,69
1.0,3.0,96.0,1.9,333.0,275
0.0,1.0,1.0,0.02,0.0,110
1.0,2.0,6.0,0.66,9.0,98
0.0,2.0,12.0,0.31,0.0,50
0.0,3.0,2.0,0.05,0.0,55
0.0,2.0,2.0,1.43,364.0,65
1.0,3.0,3.0,0.08,0.0,133
1.0,3.0,6.0,0.53,0.0,123
1.0,2.0,8.0,3.43,262.0,472
0.0,2.0,2.0,0.08,0.0,80
1.0,3.0,160.0,2.65,299.0,99
1.0,1.0,1.0,0.02,0.0,240
1.0,4.0,1.0,0.03,0.0,200
1.0,1.0,2.0,2.0,42.0,89
1.0,2.0,43.0,0.64,285.0,150
0.0,1.0,114.0,7.97,38.0,89
0.0,5.0,1.0,0.06,0.0,50
2.0,2.0,54.0,5.61,22.0,45
1.0,2.0,18.0,1.74,1.0,148
0.0,4.0,15.0,4.55,4.0,50
1.0,3.0,43.0,2.86,10.0,150
0.0,1.0,5.0,0.13,0.0,50
1.0,3.0,19.0,0.81,0.0,170
1.0,3.0,12.0,4.19,38.0,249
0.0,3.0,118.0,1.61,0.0,85
2.0,1.0,24.0,3.58,46.0,80
0.0,2.0,39.0,1.27,247.0,55
1.0,4.0,5.0,3.95,303.0,200
0.0,1.0,1.0,1.0,68.0,80
0.0,2.0,5.0,1.9,90.0,95
1.0,4.0,8.0,0.12,0.0,160
1.0,4.0,7.0,0.43,3.0,127
1.0,4.0,79.0,3.97,137.0,99
1.0,2.0,57.0,1.68,22.0,415
1.0,3.0,74.0,1.73,179.0,325
1.0,3.0,3.0,0.48,5.0,350
1.0,1.0,3.0,0.21,1.0,80
1.0,3.0,2.0,0.77,159.0,150
1.0,1.0,67.0,1.77,264.0,132
1.0,3.0,45.0,1.65,295.0,120
1.0,3.0,5.0,0.3,0.0,94
0.0,2.0,14.0,0.55,90.0,97
0.0,3.0,103.0,1.25,344.0,85
0.0,2.0,1.0,0.03,0.0,37
1.0,4.0,1.0,0.05,0.0,200
1.0,2.0,2.0,1.62,138.0,210
1.0,1.0,89.0,4.43,0.0,95
0.0,2.0,3.0,0.42,276.0,40
1.0,1.0,131.0,4.96,185.0,150
0.0,1.0,16.0,0.36,249.0,64
0.0,2.0,57.0,1.27,209.0,95
0.0,3.0,2.0,0.17,36.0,55
0.0,2.0,52.0,1.99,0.0,70
0.0,1.0,15.0,0.62,0.0,50
0.0,2.0,126.0,3.4,12.0,76
1.0,2.0,22.0,0.45,1.0,244
0.0,3.0,58.0,2.53,97.0,45
1.0,2.0,2.0,1.18,80.0,115
1.0,3.0,124.0,2.2,305.0,195
1.0,3.0,1.0,1.0,5.0,140
1.0,3.0,2.0,0.11,0.0,150
1.0,3.0,38.0,1.93,357.0,175
0.0,1.0,15.0,1.33,345.0,49
1.0,2.0,7.0,0.57,0.0,400
1.0,2.0,6.0,0.27,0.0,115
0.0,1.0,6.0,0.42,365.0,157
0.0,2.0,1.0,0.03,0.0,160
0.0,2.0,15.0,4.84,284.0,62
1.0,2.0,3.0,2.43,29.0,189
1.0,3.0,5.0,4.29,204.0,295
1.0,1.0,89.0,1.32,148.0,150
0.0,7.0,1.0,0.16,365.0,100
1.0,5.0,1.0,0.02,0.0,1000
0.0,1.0,58.0,2.48,16.0,56
0.0,3.0,7.0,0.26,12.0,40
0.0,1.0,202.0,4.53,0.0,83
1.0,4.0,1.0,0.12,129.0,110
1.0,3.0,64.0,0.72,333.0,115
1.0,5.0,6.0,0.28,354.0,250
1.0,4.0,8.0,1.28,21.0,300
